complex_id,name,genes,mod,replace
G1G01-2027-MONOMER,,,pan4p(1) AND 3odec(1),
G1G01-2027-MONOMER,,,pan4p(1) AND dca(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hdec(1),
G1G01-2027-MONOMER,,,pan4p(1) AND t3c5ddece(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND tddec2e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND cddec5e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3oddec(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND ddca(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hddec(1),
G1G01-2027-MONOMER,,,pan4p(1) AND t3c7mrse(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND tde(1),
G1G01-2027-MONOMER,,,pan4p(1) AND tmrs2e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3omrs(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND myrs(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hmrs(1),
G1G01-2027-MONOMER,,,pan4p(1) AND t3c9palme(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND hde(1),
G1G01-2027-MONOMER,,,pan4p(1) AND tpalm2e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3opalm(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND palm(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hpalm(1),
G1G01-2027-MONOMER,,,pan4p(1) AND t3c11vace(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND toctd2e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND octe(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3ooctd(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
G1G01-2027-MONOMER,,,pan4p(1) AND ocdca(1),
G1G01-2027-MONOMER,,,pan4p(1) AND 3hocta(1),
G1G01-5472-MONOMER,,,4fe4s(1),
G1G01-2011-MONOMER,,,mg2(1),
G1G01-5120-MONOMER,,,mg2(1),
G1G01-2695-MONOMER,,,zn2(1),
G1G01-5091-MONOMER,,,mg2(1),
G1G01-908-MONOMER,,,zn2(6),
G1G01-5413-MONOMER,,,Oxidized(1),
G1G01-265-MONOMER,,,mg2(1),
G1G01-5043-MONOMER,,,mg2(1),
G1G01-5385-MONOMER,,,mg2(1),
G1G01-1709-MONOMER,,,mg2(4),
G1G01-571-MONOMER,,,mg2(1),
G1G01-1694-MONOMER,,,mn2(1),
G1G01-1694-MONOMER,,,cobalt2(1),
G1G01-1694-MONOMER,,,mg2(1),
G1G01-2915-MONOMER,,,hco3(1),
G1G01-2500-MONOMER,,,4fe4s(1),
G1G01-5576-MONOMER,,,fe2(1),
G1G01-2119-MONOMER,,,mg2(1) AND mn2(1),
G1G01-70-MONOMER,,,mg2(1) AND k(1),
G1G01-4505-MONOMER,,,Oxidized(1),
G1G01-4857-MONOMER,,,mg2(1),
G1G01-680-MONOMER,,,mg2(1),
G1G01-204-MONOMER,,,dpm(1),
G1G01-5147-MONOMER,,,mg2(1),
G1G01-3410-MONOMER,,,fe2(1) AND zn2(1),
G1G01-3410-MONOMER,,,mn2(1) AND zn2(1),
G1G01-3410-MONOMER,,,cobalt2(1) AND zn2(1),
G1G01-5486-MONOMER,,,mg2(1),
G1G01-236-MONOMER,,,pydx5p(1),
G1G01-1425-MONOMER,,,mg2(1),
G1G01-1739-MONOMER,,,4fe4s(1),
G1G01-861-MONOMER,,,mg2(1),
G1G01-1020-MONOMER,,,mn2(1),
G1G01-5338-MONOMER,,,mg2(1),
G1G01-4278-MONOMER,,,mn2(1),
G1G01-4278-MONOMER,,,mg2(1),
G1G01-1615-MONOMER,,,zn2(2),
G1G01-4899-MONOMER,,,mg2(5),
G1G01-2130-MONOMER,,,mg2(1),
G1G01-5572-MONOMER,,,mg2(1),
G1G01-1873-MONOMER,,,mg2(1),
G1G01-663-MONOMER,,,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),
G1G01-3747-MONOMER,,,pydx5p(6),
G1G01-3747-MONOMER,,,pydx5p(1),
G1G01-4775-MONOMER,,,zn2(4),
G1G01-5467-MONOMER,,,mg2(1),
G1G01-917-MONOMER,,,pydx5p(2),
G1G01-1422-MONOMER,,,k(1) AND mg2(1),
G1G01-5422-MONOMER,,,cobalt2(1) AND nad(1),
G1G01-5054-MONOMER,,,zn2(4),
G1G01-2628-MONOMER,,,k(1) AND mg2(1),
G1G01-5020-MONOMER,,,mg2(1),
G1G01-2252-MONOMER,,,4fe4s(1),
G1G01-1317-MONOMER,,,4fe4s(1),
G1G01-3906-MONOMER,,,pheme(1),
G1G01-4578-MONOMER,,,mg2(1) AND k(1),
G1G01-4578-MONOMER,,,mn2(1) AND k(1),
G1G01-1886-MONOMER,,,mg2(1),
G1G01-1870-MONOMER,,,pydx5p(1),
G1G01-660-MONOMER,,,zn2(2),
G1G01-1161-MONOMER,,,mg2(1),
G1G01-972-MONOMER,,,4fe4s(1),
G1G01-929-MONOMER,,,mg2(4),
G1G01-2339-MONOMER,,,ca2(1) AND pqq(1),
G1G01-5777-MONOMER,,,mg2(1),
G1G01-3347-MONOMER,,,nad(1),
G1G01-1763-MONOMER,,,k(1) AND mg2(1),
G1G01-4019-MONOMER,,,ni2(1),
G1G01-1060-MONOMER,,,4fe4s(1),
G1G01-5391-MONOMER,,,mn2(1),
G1G01-1596-MONOMER,,,mg2(1),
G1G01-5644-MONOMER,,,zn2(1),
G1G01-5659-MONOMER,,,mn2(1),
G1G01-798-MONOMER,,,mg2(1),
G1G01-320-MONOMER,,,mg2(1),
G1G01-320-MONOMER,,,mn2(1),
G1G01-5261-MONOMER,,,mg2(1),
G1G01-2146-MONOMER,,,mg2(1),
G1G01-5244-MONOMER,,,mg2(2),
G1G01-1159-MONOMER,,,zn2(2),
G1G01-1506-MONOMER,,,zn2(1),
G1G01-1506-MONOMER,,,cobalt2(1),
G1G01-1852-MONOMER,,,fad(1),
G1G01-2015-MONOMER,,,fad(1),
G1G01-4077-MONOMER,,,fad(1),
G1G01-576-MONOMER,,,thmpp(1),
G1G01-897-MONOMER,,,mg2(1),
G1G01-1041-MONOMER,,,pydx5p(1),
G1G01-868-MONOMER,,,mg2(1),
G1G01-1713-MONOMER,,,zn2(1),
G1G01-5656-MONOMER,,,mg2(1),
G1G01-78-MONOMER,,,mn2(1),
G1G01-5627-MONOMER,,,pydx5p(1),
G1G01-2173-MONOMER,,,zn2(1),
G1G01-252-MONOMER,,,fe2(1),
G1G01-283-MONOMER,,,mg2(1),
G1G01-1561-MONOMER,,,Oxidized(1),
G1G01-5563-MONOMER,,,mg2(3),
G1G01-2102-MONOMER,,,mg2(1) AND zn2(1),
G1G01-120-MONOMER,,,hemed(6),
G1G01-1170-MONOMER,,,zn2(2),
G1G01-1518-MONOMER,,,fad(1),
G1G01-996-MONOMER,,,zn2(1) AND fe2(1) AND cobalt2(1) AND mg2(1) AND mn2(1),
G1G01-5121-MONOMER,,,pydx5p(1),
G1G01-5444-MONOMER,,,mg2(1),
G1G01-5429-MONOMER,,,mn2(1),
G1G01-5429-MONOMER,,,mg2(1),
G1G01-3679-MONOMER,,,pydx5p(1),
G1G01-1053-MONOMER,,,zn2(1),
G1G01-1935-MONOMER,,,fmnh2(1),
G1G01-1935-MONOMER,,,fadh2(1),
G1G01-2289-MONOMER,,,mg2(1),
G1G01-5386-MONOMER,,,pydx5p(1),
G1G01-4267-MONOMER,,,mg2(1),
G1G01-5311-MONOMER,,,k(4) AND mg2(1),
G1G01-5311-MONOMER,,,k(4) AND mn2(1),
G1G01-5311-MONOMER,,,k(4) AND cobalt2(1),
G1G01-5311-MONOMER,,,k(4) AND zn2(1),
G1G01-5311-MONOMER,,,k(4) AND cd2(1),
G1G01-5311-MONOMER,,,k(4) AND ni2(1),
G1G01-5311-MONOMER,,,k(4) AND ca2(1),
G1G01-5311-MONOMER,,,nh4(4) AND mg2(1),
G1G01-5311-MONOMER,,,nh4(4) AND mn2(1),
G1G01-5311-MONOMER,,,nh4(4) AND cobalt2(1),
G1G01-5311-MONOMER,,,nh4(4) AND zn2(1),
G1G01-5311-MONOMER,,,nh4(4) AND cd2(1),
G1G01-5311-MONOMER,,,nh4(4) AND ni2(1),
G1G01-5311-MONOMER,,,nh4(4) AND ca2(1),
G1G01-5311-MONOMER,,,tl(4) AND mg2(1),
G1G01-5311-MONOMER,,,tl(4) AND mn2(1),
G1G01-5311-MONOMER,,,tl(4) AND cobalt2(1),
G1G01-5311-MONOMER,,,tl(4) AND zn2(1),
G1G01-5311-MONOMER,,,tl(4) AND cd2(1),
G1G01-5311-MONOMER,,,tl(4) AND ni2(1),
G1G01-5311-MONOMER,,,tl(4) AND ca2(1),
G1G01-5311-MONOMER,,,cs(4) AND mg2(1),
G1G01-5311-MONOMER,,,cs(4) AND mn2(1),
G1G01-5311-MONOMER,,,cs(4) AND cobalt2(1),
G1G01-5311-MONOMER,,,cs(4) AND zn2(1),
G1G01-5311-MONOMER,,,cs(4) AND cd2(1),
G1G01-5311-MONOMER,,,cs(4) AND ni2(1),
G1G01-5311-MONOMER,,,cs(4) AND ca2(1),
G1G01-5311-MONOMER,,,LI(4) AND mg2(1),
G1G01-5311-MONOMER,,,LI(4) AND mn2(1),
G1G01-5311-MONOMER,,,LI(4) AND cobalt2(1),
G1G01-5311-MONOMER,,,LI(4) AND zn2(1),
G1G01-5311-MONOMER,,,LI(4) AND cd2(1),
G1G01-5311-MONOMER,,,LI(4) AND ni2(1),
G1G01-5311-MONOMER,,,LI(4) AND ca2(1),
G1G01-5311-MONOMER,,,na1(4) AND mg2(1),
G1G01-5311-MONOMER,,,na1(4) AND mn2(1),
G1G01-5311-MONOMER,,,na1(4) AND cobalt2(1),
G1G01-5311-MONOMER,,,na1(4) AND zn2(1),
G1G01-5311-MONOMER,,,na1(4) AND cd2(1),
G1G01-5311-MONOMER,,,na1(4) AND ni2(1),
G1G01-5311-MONOMER,,,na1(4) AND ca2(1),
G1G01-5653-MONOMER,,,mg2(1),
G1G01-2485-MONOMER,,,fe2(2),
G1G01-3838-MONOMER,,,fe2(1),
G1G01-4071-MONOMER,,,mg2(1),
G1G01-3691-MONOMER,,,mg2(1),
G1G01-3691-MONOMER,,,mn2(1),
G1G01-1755-MONOMER,,,mg2(1),
G1G01-1050-MONOMER,,,mg2(1),
G1G01-5398-MONOMER,,,Oxidized(1),
G1G01-1707-MONOMER,,,mg2(1),
G1G01-1902-MONOMER,,,nadp(1),
G1G01-1692-MONOMER,,,mg2(1),
G1G01-5694-MONOMER,,,mg2(1),
G1G01-5694-MONOMER,,,mn2(1),
G1G01-5694-MONOMER,,,cobalt2(1),
G1G01-1338-MONOMER,,,fad(1),
G1G01-568-MONOMER,,,mg2(1),
G1G01-5309-MONOMER,,,thmpp(1) AND mn2(1) AND mg2(1),
G1G01-1616-MONOMER,,,zn2(1) AND cobalt2(1),
G1G01-759-MONOMER,,,mg2(1),
G1G01-4552-MONOMER,,,mg2(1),
G1G01-588-MONOMER,,,mg2(1),
G1G01-918-MONOMER,,,fe2(1),
G1G01-918-MONOMER,,,fe2(2),
G1G01-5423-MONOMER,,,mg2(1),
G1G01-5423-MONOMER,,,mn2(1),
G1G01-5423-MONOMER,,,cobalt2(1),
G1G01-5423-MONOMER,,,fe2(1),
G1G01-5423-MONOMER,,,ca2(1),
G1G01-5423-MONOMER,,,k(1),
G1G01-1752-MONOMER,,,pydx5p(1),
G1G01-889-MONOMER,,,mg2(1),
G1G01-889-MONOMER,,,ca2(1),
G1G01-5021-MONOMER,,,mg2(1) AND k(1),
G1G01-5021-MONOMER,,,mg2(1) AND nh4(1),
G1G01-5021-MONOMER,,,mn2(1) AND k(1),
G1G01-5021-MONOMER,,,mn2(1) AND nh4(1),
G1G01-4959-MONOMER,,,fad(1),
G1G01-5648-MONOMER,,,mg2(1),
G1G01-354-MONOMER,,,pydx5p(1),
G1G01-2479-MONOMER,,,ca2(1),
G1G01-453-MONOMER,,,mg2(1) AND cl(1),
G1G01-71-MONOMER,,,fe2(1),
G1G01-1148-MONOMER,,,mg2(1),
G1G01-1148-MONOMER,,,mn2(1),
G1G01-4411-MONOMER,,,zn2(1),
G1G01-1451-MONOMER,,,mg2(1) AND k(1),
G1G01-1451-MONOMER,,,mn2(1) AND k(1),
G1G01-1436-MONOMER,,,mn2(1) AND mg2(1),
G1G01-1030-MONOMER,,,mg2(1),
G1G01-1717-MONOMER,,,cobalt2(1),
G1G01-5019-MONOMER,,,mg2(1),
G1G01-5674-MONOMER,,,mg2(1),
G1G01-2538-MONOMER,,,zn2(1) AND cbl1(1),
G1G01-5278-MONOMER,,,mg2(1),
G1G01-1597-MONOMER,,,mg2(1),
G1G01-4879-MONOMER,,,pydx5p(2),
G1G01-3815-MONOMER,,,mg2(1),
G1G01-1536-MONOMER,,,pqq(1),
G1G01-597-MONOMER,,,mg2(1),
G1G01-2337-MONOMER,,,mn2(2),
G1G01-5433-MONOMER,,,mg2(1),
G1G01-5064-MONOMER,,,fmn(1),
G1G01-883-MONOMER,,,fad(1) AND pheme(1),
G1G01-2292-MONOMER,,,fad(1),
G1G01-396-MONOMER,,,4fe4s(1) AND 2fe2s(1),
G1G01-4559-MONOMER,,,zn2(1),
G1G01-4539-MONOMER,,,mg2(1),
G1G01-4539-MONOMER,,,mn2(1),
G1G01-5242-MONOMER,,,adocbl(1),
G1G01-5242-MONOMER,,,4fe4s(2),
G1G01-5565-MONOMER,,,Oxidized(1),
G1G01-3827-MONOMER,,,pydx5p(1),
G1G01-5209-MONOMER,,,mg2(1),
G1G01-5209-MONOMER,,,mn2(1),
G1G01-3092-MONOMER,,,zn2(1),
G1G01-4782-MONOMER,,,pydx5p(1),
G1G01-5137-MONOMER,,,4fe4s(2),
G1G01-2013-MONOMER,,,mg2(1),
G1G01-924-MONOMER,,,mg2(1),
G1G01-924-MONOMER,,,mn2(1),
G1G01-924-MONOMER,,,ca2(1),
G1G01-4029-MONOMER,,,fad(1),
G1G01-470-MONOMER,,,mg2(1),
G1G01-5400-MONOMER,,,mn2(1),
G1G01-2636-MONOMER,,,zn2(1),
G1G01-104-MONOMER,,,zn2(1),
G1G01-5237-DIMER,,,mg2(2),
CPLX_GLYCL-0,,,lipoyl(1),
