,PPutida_1,PPutida_2,PPutida_4,PPutida_1_rna,PPutida_2_rna,PPutida_4_rna,PPutida_1_te,PPutida_2_te,PPutida_4_te,predicted,locus_tag,name,description,type,length,subsystem
PP_1338,249.0523034718949,220.21724582632024,323.49430238475384,106.58635649280995,186.73721183558234,213.68757459880453,2.336624608128859,1.1792895677387336,1.51386575935503,43.11785690797836,PP_RS06920,murC,UDP-N-acetylmuramate--L-alanine ligase,CDS,1449.0,Metabolic:S_Cell_Envelope_Biosynthesis
PP_1339,187.45055588898433,156.24649668139025,270.0304434924696,106.58635649280995,197.8525220638908,204.24281992040432,1.7586730802795503,0.7897119281144919,1.3221049513402892,43.11785690797836,PP_RS06925,,D-alanine--D-alanine ligase,CDS,957.0,Metabolic:S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis
PP_1340,77.47362642442582,61.42838401994221,73.30946979956204,156.477842510721,194.51792899539825,182.99212189400387,0.49510924474254403,0.31579805695646407,0.4006154420244699,,PP_RS06930,,cell division protein FtsQ/DivIB,CDS,870.0,
PP_1341,328.14978548736684,311.83924233064084,347.5693057804679,288.0099420124865,400.151168219105,476.9601112592101,1.13936964534766,0.7793035909866232,0.7287177639716226,,PP_RS06935,ftsA,cell division protein FtsA,CDS,1263.0,
PP_1342,1214.6439821024924,1400.0199418277805,892.9440448662631,503.4504498171023,968.143520885668,1185.316712139225,2.412638587459319,1.4460871881340769,0.7533379355250157,,PP_RS06940,ftsZ,cell division protein FtsZ,CDS,1197.0,
PP_1343,1463.25103484781,1411.8358864086758,1769.350080643128,276.6709679175067,524.6426427761598,596.2001390740127,5.288776939126112,2.691042952471249,2.967711620113325,28.272725356038286,PP_RS06945,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,CDS,912.0,Metabolic:S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis
PP_5421,5.343008718925919,3.5835241761732153,6.3440887326544075,47.62369119891509,3.334593068492542,5.902971674000125,0.11219224265101982,1.0746511201119981,1.074727964661799,,PP_RS00070,,TnsA endonuclease N-terminal domain-containing protein,CDS,639.0,
PP_0136,23.257802658854,18.47451990824435,29.768416360916834,34.01692228493935,94.48013694062202,62.57149974440133,0.6837127258026856,0.19553866565471895,0.47575040525667445,,PP_RS00700,,inhibitor of vertebrate lysozyme family protein,CDS,471.0,
PP_1344,33.49856937012868,27.675460360580985,33.56402500438528,45.35589637991913,36.68052375341796,51.9461507312011,0.7385714326871916,0.7545001414545542,0.6461311287156697,,PP_RS06950,,DUF721 domain-containing protein,CDS,456.0,
PP_1345,1191.071884813113,1111.2314766303618,1250.056595236023,827.7451089335242,914.7900317897872,898.4322887828191,1.4389355756480433,1.2147393806382398,1.3913754111949588,21291.898858906767,PP_RS06955,secA,preprotein translocase subunit SecA,CDS,2736.0,Post-translation
PP_1346,155.4972684522705,112.42096452683946,180.8878633515821,79.37281866485847,112.26463330591557,103.8923014624022,1.9590745429973673,1.0013925242199642,1.741109406619931,0.0,PP_RS06960,argJ,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,CDS,1218.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_1347,55.630149602934566,45.83521125335065,61.75997492729376,13.606768913975738,35.56899273058711,20.070103691600423,4.08841731307687,1.28862831738092,3.0772125483906216,,PP_RS06965,,glutathione S-transferase family protein,CDS,633.0,
PP_1348,69.17100993472232,55.47198572711376,71.9538952840376,43.08810156092318,71.13798546117422,68.47447141840145,1.6053390014623867,0.779780104363362,1.0508134461436838,,PP_RS06970,,Nudix family hydrolase,CDS,945.0,
PP_1349,59.24453785397269,74.16442264607134,52.05406139613873,31.74912746594339,45.57277193606473,30.69545270480065,1.866020977033874,1.6273844994576718,1.695823218401261,,PP_RS06975,,"cob(I)yrinic acid a,c-diamide adenosyltransferase",CDS,567.0,
PP_1350,63.435132927640076,72.05789154251006,70.48987480727119,181.42358551967652,150.05668808216438,129.86537682800275,0.3496520738796673,0.4802044644824785,0.542791901344343,,PP_RS06980,,ATP-binding protein,CDS,2031.0,
PP_1351,81.34992686756817,70.19349045085237,83.88295102065273,36.2847171039353,34.45746170775626,25.97307536560055,2.2419887313588913,2.037105665129479,3.229611812998841,0.0,PP_RS06985,,putative 2-dehydropantoate 2-reductase,CDS,918.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis
PP_1352,189.31013245292425,192.7597024764525,169.1214765568299,278.93876273650267,228.97539070315452,329.385819409207,0.6786799030572692,0.841835892863909,0.5134449226143663,,PP_RS06990,,YajQ family cyclic di-GMP-binding protein,CDS,486.0,
PP_1353,320.58052313555515,362.17807180539836,229.14631610425235,54.427075655902954,75.58410955249761,113.3370561408024,5.890092739178542,4.791722412947716,2.0218128466260517,,PP_RS06995,,mechanosensitive ion channel family protein,CDS,843.0,
PP_0137,148.5565953615089,127.65094227557562,161.36759032803005,115.65753576879379,64.46879932418913,55.487933735601175,1.2844523651142132,1.9800421849593857,2.9081564128328004,0.0,PP_RS00705,gltP,glutamate/aspartate:proton symporter GltP,CDS,1329.0,Metabolic:S_Transport__Inner_Membrane
PP_1354,105.23631878747227,84.81814316982955,72.65879403211031,31.74912746594339,21.119089433786097,27.153669700400577,3.314620815969101,4.016183720219414,2.67583699860054,,PP_RS07000,,MFS transporter,CDS,1245.0,
PP_1355,145.75413490599382,142.6872160147889,139.29883721529208,63.49825493188678,71.13798546117422,70.8356600880015,2.295403788062226,2.00578094937289,1.9665072230884344,0.0,PP_RS07005,,AmpG family muropeptide MFS transporter,CDS,1548.0,Metabolic:S_Transport__Inner_Membrane
PP_1356,17.757646624665554,20.992672032041742,15.34510351573673,29.481332646947433,52.24195807304982,41.32080171800088,0.6023352755902038,0.40183547490099303,0.37136509645822846,,PP_RS07010,,MGMT family protein,CDS,354.0,
PP_1357,88.02868776622556,86.02879322934753,118.4229896762156,83.90840830285039,90.03401284929862,63.75209407920135,1.0491044884143654,0.9555143718112938,1.8575545068228625,,PP_RS07015,,DUF481 domain-containing protein,CDS,1011.0,
PP_1358,95.54556767961643,129.95117738865977,73.79747662515085,63.49825493188678,67.80339239268167,49.58496206160105,1.5046959602607366,1.9165881352374043,1.4883035815066228,,PP_RS07020,,HugZ family protein,CDS,732.0,
PP_1359,91.69545845568452,117.65097278395712,62.19375877226158,6.803384456987869,46.684302958895586,9.444754678400201,13.477918091414427,2.5201398613051156,6.585005210828436,,PP_RS07025,,FxsA family protein,CDS,462.0,
PP_1360,759.9644166095808,923.3628003943619,662.8217151108331,1703.1139090659633,2522.0638908031924,1448.5892487996307,0.44622054494661906,0.36611396077690245,0.45756360242220384,3.487433044823236,PP_RS07030,,co-chaperone GroES,CDS,294.0,Translation
PP_1361,2309.5417099749393,2213.140947802435,2185.511456909133,2617.0352211213335,5424.271391414534,4295.002190002491,0.8825031055506234,0.40800704612703664,0.5088499051284221,6.974866089646473,PP_RS07035,groL,chaperonin GroEL,CDS,1641.0,Translation
PP_1362,1072.2685144746426,1036.4617289545315,1262.2025428951222,285.74214719349055,493.51977413689616,864.1950530736183,3.7525738677555154,2.1001422501604363,1.4605528444139322,29655.525302184684,PP_RS07040,pyk,pyruvate kinase,CDS,1455.0,Metabolic:S_Gluconeogenesis
PP_1363,83.44522440440186,85.6898112126825,113.21758353660172,11.338974094979783,43.34970989040304,43.681990387600926,7.359151163538366,1.9767101424513318,2.5918595405565212,,PP_RS07045,,hypothetical protein,CDS,387.0,
PP_0138,46.25369312560379,44.09187516764477,53.734973795389045,65.76604975088274,33.34593068492541,38.959613048400826,0.70330654343403,1.3222565471107766,1.3792481390570357,,PP_RS00710,,nucleoside recognition domain-containing protein,CDS,1230.0,
PP_1364,143.68502858837056,186.2221921550554,161.90982013423982,22.677948189959565,60.02267523286575,72.01625442280152,6.335891915124211,3.1025306924855025,2.2482399484938576,,PP_RS07050,,PilZ domain-containing protein,CDS,360.0,
PP_1365,179.0169833032287,184.4304300669688,185.60526266560714,253.9930197275471,211.19089433786098,174.7279615504037,0.704810642021802,0.8732877932318376,1.06225277865481,,PP_RS07055,sbcB,exodeoxyribonuclease I,CDS,1434.0,
PP_1366,281.6079889504485,215.03566357158329,313.08349010552604,439.9521948852156,460.17384345197075,602.1031107480128,0.6400877009465098,0.4672922345140353,0.5199831798187722,,PP_RS07060,mvaT,histone-like nucleoid-structuring protein MvaT,CDS,378.0,
PP_1367,278.75314605651255,245.7861750833399,246.4434469223443,31.74912746594339,151.16821910499522,101.53111279280216,8.779867930402972,1.6259116932020412,2.4272702243032582,0.0,PP_RS07065,purU,formyltetrahydrofolate deformylase,CDS,852.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate
PP_5468,14.483744223362908,17.627064866581765,10.790373143574591,11.338974094979783,11.115310228308472,20.070103691600423,1.2773416803002875,1.5858365177868952,0.5376341502455959,,PP_RS28515,,hypothetical protein,CDS,234.0,
PP_1368,33.18427473960362,27.8449513689135,39.52855287269284,20.41015337096361,6.669186136985084,3.541783004400075,1.625870915150155,4.175164824759453,11.160636556103297,,PP_RS07070,,lysylphosphatidylglycerol synthase transmembrane domain-containing protein,CDS,993.0,
PP_1369,37.66297322458564,40.02409096766436,48.52956765577517,31.74912746594339,50.018896027388124,55.487933735601175,1.186267977442401,0.8001794151104203,0.8745967706604021,,PP_RS07075,,DUF2334 domain-containing protein,CDS,765.0,
PP_1370,70.40199723761212,84.5518001567356,76.40017969495779,70.30163938887465,75.58410955249761,93.26695244920197,1.0014275321259913,1.1186451842501286,0.819155957053162,,PP_RS07080,,glycosyltransferase family 1 protein,CDS,1122.0,
PP_1371,121.92012542451054,122.10616500298327,129.15913983916923,113.38974094979783,150.05668808216438,139.31013150640297,1.075230654936318,0.8137335733821032,0.9271338591280622,,PP_RS07085,,methyl-accepting chemotaxis protein,CDS,1875.0,
PP_1372,77.10694935547994,69.17654440085727,94.51065522236438,54.427075655902954,98.9262610319454,80.28041476640169,1.4167020444560154,0.6992738195019691,1.1772566882890372,,PP_RS07090,,helicase HerA-like domain-containing protein,CDS,1476.0,
PP_0139,26.348366525683698,24.406705199882442,29.44307847719097,31.74912746594339,18.896027388124402,25.97307536560055,0.8298926184332791,1.2916315529486022,1.13360000934607,,PP_RS00715,,ABC-type transport auxiliary lipoprotein family protein,CDS,636.0,
PP_1373,299.7585038632703,275.30182353438823,315.7946391365749,167.81681660570078,265.6559144565725,262.09194232560554,1.786224467405893,1.0363097847738398,1.2049002206418566,1266.8363254505896,PP_RS07095,,inorganic phosphate transporter,CDS,1473.0,Metabolic:S_Transport__Inner_Membrane
PP_1374,59.84693589581237,49.346096425952794,82.6900454469912,27.213537827951477,48.90736500455728,50.76555639640108,2.1991604426508116,1.0089706616039247,1.628861206628149,,PP_RS07100,,hypothetical protein,CDS,201.0,
PP_1375,77.52600886284667,101.16191897332226,81.4971398733297,29.481332646947433,44.46124091323389,77.91922609680165,2.6296643300103293,2.2752833005884776,1.0459182406673686,,PP_RS07105,pcaR,pca regulon transcriptional regulator PcaR,CDS,810.0,
PP_1376,22.393492424910104,22.009618082036845,30.202200205884658,38.55251192293127,22.230620456616943,14.1671320176003,0.5808568964241814,0.9900586501842634,2.1318499868825573,0.0,PP_RS07110,,MFS transporter,CDS,1347.0,Metabolic:S_Transport__Inner_Membrane
PP_1377,24.934040688320955,29.128240432002556,22.773651860810695,45.35589637991913,24.45368250227864,30.69545270480065,0.5497419889899972,1.1911596721388826,0.7419226580505517,0.003066739133224867,PP_RS07115,pcaF,3-oxoadipyl-CoA thiolase,CDS,1206.0,Metabolic:S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway
PP_1378,45.022705822713995,47.23956532239151,40.39612056262849,126.99650986377355,75.58410955249761,82.64160343600176,0.35451923734761603,0.6249933432050404,0.48881094851833956,0.0,PP_RS07120,,MFS family transporter,CDS,1290.0,Metabolic:S_Transport__Inner_Membrane
PP_1379,69.56387822287863,66.97316129253456,75.47838902440115,9.071179275983825,31.122868639263718,38.959613048400826,7.668669762381474,2.1518955103014874,1.937349555567501,0.003066739133224867,PP_RS07125,,"3-carboxy-cis,cis-muconate cycloisomerase",CDS,1353.0,Metabolic:S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway
PP_1380,85.80243413333976,74.04335764011955,78.46065295855493,43.08810156092318,27.78827557077118,36.59842437880077,1.9913254709544788,2.664553885380398,2.1438259785850886,0.003066739133224867,PP_RS07130,pcaD,3-oxoadipate enol-lactonase,CDS,792.0,Metabolic:S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway
PP_1381,24.881658249900113,21.64642306418145,29.65997039967488,6.803384456987869,32.23439966209457,29.514858370000628,3.657247125633735,0.6715317577214306,1.0049165755042804,0.003066739133224867,PP_RS07135,pcaC,4-carboxymuconolactone decarboxylase,CDS,393.0,Metabolic:S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway
PP_0140,37.27010493642933,34.7940827105467,31.61199770203008,43.08810156092318,51.13042705021897,67.29387708360142,0.8649744032870035,0.6804966185080531,0.4697603864131271,,PP_RS00720,,MlaD family protein,CDS,939.0,
PP_1382,27.44839773252139,30.50838149985305,29.44307847719097,22.677948189959565,27.78827557077118,25.97307536560055,1.2103563118939433,1.0978868200063119,1.13360000934607,0.0,PP_RS07140,,DUF962 domain-containing protein,CDS,525.0,Metabolic:S_Transport__Outer_Membrane
PP_1383,24.09592167358748,27.14277433439307,23.478550608883406,58.962665293894865,30.011337616432876,38.959613048400826,0.408664051285389,0.9044173465807434,0.6026381879028219,0.0,PP_RS07145,,OprD family porin,CDS,1257.0,Metabolic:S_Transport__Outer_Membrane
PP_1384,140.3063613102262,116.00448870301268,126.71910571122523,65.76604975088274,101.1493230776071,127.5041881584027,2.1334162815266695,1.1468637176544219,0.993842692867452,0.0,PP_RS07150,,AdeC/AdeK/OprM family multidrug efflux complex outer membrane factor,CDS,1455.0,Metabolic:S_Transport__solvent_extrusion
PP_1385,322.67582067238885,273.4616354439209,369.80072783506887,247.18963527055928,202.2986461552142,273.8978856736058,1.305377631708574,1.3517719502388894,1.350140863357182,0.0,PP_RS07155,ttgB,multidrug efflux RND transporter permease subunit TtgB,CDS,3153.0,Metabolic:S_Transport__solvent_extrusion
PP_1386,285.0390386670136,246.48835211786036,285.10443210510147,145.1388684157412,132.27219171687082,177.08915022000377,1.9639056152107863,1.8634933686248256,1.609948614869441,0.0,PP_RS07160,ttgA,toluene efflux RND transporter periplasmic adaptor subunit TtgA,CDS,1155.0,Metabolic:S_Transport__solvent_extrusion
PP_1387,122.70586200082317,125.90760618986972,134.47299194002505,22.677948189959565,30.011337616432876,55.487933735601175,5.410800879029699,4.195334703139933,2.4234636773606675,,PP_RS07165,ttgR,efflux transport transcriptional regulator TtgR,CDS,633.0,
PP_1388,47.79897505901864,44.26136617597729,51.13227072558211,27.213537827951477,31.122868639263718,18.889509356800403,1.7564410537583068,1.4221493104957046,2.7069136503100335,,PP_RS07170,,MDR family MFS transporter,CDS,1452.0,
PP_1389,343.99547310967165,402.34744078020486,422.50546499865936,74.83722902686657,94.48013694062202,166.46380120680354,4.596582176849136,4.258539983203754,2.5381221739239677,,PP_RS07175,,oxaloacetate decarboxylase,CDS,870.0,
PP_1391,45.153661918766105,48.183872368815535,50.69848688061428,31.74912746594339,22.230620456616943,33.056641374400705,1.4222016641938104,2.167455130766429,1.5336853586061996,,PP_RS07180,,LysR family transcriptional regulator,CDS,909.0,
PP_1392,39.810653199840175,41.40423203551486,35.40760634549853,11.338974094979783,21.119089433786097,16.528320687200353,3.5109572406083847,1.9605121785826998,2.1422385864595688,,PP_RS07185,,NAD(P)-dependent oxidoreductase,CDS,615.0,
PP_0141,37.505825909323114,27.07013533082199,39.474329892071864,43.08810156092318,32.23439966209457,49.58496206160105,0.8704450776577575,0.8397902741974935,0.7960947886383697,,PP_RS00725,,ABC transporter ATP-binding protein,CDS,792.0,
PP_1393,19.119590023607458,22.32438709751152,26.731929446142075,49.89148601791104,58.911144210034905,21.25069802640045,0.3832235026381761,0.37895015275749455,1.257931829483065,,PP_RS07190,,LysR substrate-binding domain-containing protein,CDS,876.0,
PP_1394,23.283993878064422,25.980550277255812,26.89459838800501,79.37281866485847,33.34593068492541,22.431292361200473,0.29334971681399014,0.7791220620811988,1.198976766694225,0.0,PP_RS07195,,5-guanidino-2-oxopentanoate decarboxylase,CDS,1638.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_1395,50.94192136426918,51.16207151522976,69.18852327236773,34.01692228493935,53.35348909588067,38.959613048400826,1.4975464546016028,0.9589264429039918,1.7759037592702094,,PP_RS07200,,AraC family transcriptional regulator,CDS,921.0,
PP_1396,19.983900257551355,13.656132671362794,24.83412512440785,13.606768913975738,18.896027388124402,9.444754678400201,1.468673450978179,0.722698607006956,2.629409229781538,,PP_RS07205,,putative quinol monooxygenase,CDS,294.0,
PP_1397,28.967488446725817,27.26383934034487,25.430577911238608,4.5355896379919125,21.119089433786097,21.25069802640045,6.386708401501439,1.2909571421544561,1.196693768818575,,PP_RS07210,,hypothetical protein,CDS,267.0,
PP_1398,148.4780217038776,147.40875124690902,170.91083491732215,47.62369119891509,48.90736500455728,54.307339400801155,3.1177344293560356,3.014039935154413,3.147103813279441,,PP_RS07215,,flavin reductase family protein,CDS,606.0,
PP_1399,2.6715043594629595,2.78449513689135,1.8978043217342244,24.94574300895552,7.7807171598159295,8.264160343600176,0.10709259525779166,0.3578712706936675,0.22964272749183737,,PP_RS07220,,hypothetical protein,CDS,405.0,
PP_1400,10.109810615222573,12.566547617796614,42.51081680684663,43.08810156092318,11.115310228308472,25.97307536560055,0.23463114523456313,1.1305620229826903,1.6367263486690957,0.0,PP_RS07225,,MFS transporter,CDS,1320.0,Metabolic:S_Transport__Inner_Membrane
PP_1401,33.105701081972356,28.716619411766445,29.985308283400745,45.35589637991913,38.90358579907965,23.6118866960005,0.7299095316001643,0.7381483948568515,1.269924283029861,,PP_RS07230,,sigma-54 dependent transcriptional regulator,CDS,1335.0,
PP_1402,19.14578124281788,18.135537891579315,21.743415229012115,22.677948189959565,33.34593068492541,28.3342640352006,0.8442466259489243,0.543860600651275,0.76738944770189,,PP_RS07235,,ATP-binding protein,CDS,1758.0,
PP_0142,61.7327036789627,60.411437969947116,61.488860024188874,13.606768913975738,26.676744547940334,31.876047039600675,4.536911302694059,2.2645730951684424,1.9289989109314343,,PP_RS00730,,ABC transporter permease,CDS,1134.0,
PP_1403,142.2707027510078,127.09404324819735,133.98498511443626,104.318561673814,108.93004023742303,139.31013150640297,1.363810049412525,1.1667492545782983,0.9617748807327631,0.0,PP_RS07240,bglX,beta-glucosidase BglX,CDS,2292.0,Metabolic:S_Cell_Envelope_Biosynthesis__Cellulose_Metabolism
PP_1404,8.95739696996404,7.021770345204273,9.217906705566232,0.0,2.2230620456616945,3.541783004400075,inf,3.158602954383238,2.6026175782408236,,PP_RS07245,,TPM domain-containing protein,CDS,618.0,
PP_5469,205.07724641759776,181.93649094436176,184.46658007256661,74.83722902686657,100.03779205477625,89.72516944480189,2.7403105257140803,1.8186775938111612,2.055906734019029,,PP_RS07250,,SAM-dependent methyltransferase,CDS,1215.0,
PP_1406,149.28994949940068,152.80825051235922,125.03819331197491,63.49825493188678,60.02267523286575,64.93268841400138,2.351087437907401,2.5458420491842424,1.9256586530770077,,PP_RS07255,,DUF4917 family protein,CDS,1011.0,
PP_1407,72.81158940497085,84.11596613530912,85.02163361369325,38.55251192293127,40.015116821910496,61.3909054096013,1.8886341193675131,2.1021047248136724,1.3849222950276963,0.0,PP_RS07260,,SulP family inorganic anion transporter,CDS,1707.0,Metabolic:S_Transport__Inner_Membrane
PP_1408,302.43000822273325,321.7181468163075,427.0601953708215,244.92184045156333,157.8374052419803,214.86816893360455,1.2348021216284424,2.038288365949009,1.987545188709573,118.81477682291305,PP_RS07270,phaG,(R)-3-hydroxydecanoyl-ACP:CoA transacylase,CDS,888.0,Metabolic:S_PHAs_Metabolism
PP_1409,43.634571204561674,45.32673822835311,38.660985182757194,38.55251192293127,62.245737278527436,41.32080171800088,1.1318217420382293,0.7281902377592886,0.9356300840096001,0.05658462831887371,PP_RS07275,,pseudouridine synthase,CDS,693.0,Translation
PP_1410,7.752600886284667,7.869225386866858,8.458784976872543,6.803384456987869,5.557655114154236,15.347726352400326,1.1395212096711427,1.4159254623097275,0.5511425459804098,,PP_RS07280,,cysteine-rich CWC family protein,CDS,213.0,
PP_1411,67.36381580920326,77.28789979962774,83.28649823382196,97.51517721682612,253.42907320543316,210.14579159440447,0.6908033983204382,0.30496856111286447,0.39632722407580023,,PP_RS07285,,diguanylate cyclase,CDS,1482.0,
PP_0143,56.756372028982675,60.62935498066035,62.952880500955274,49.89148601791104,46.684302958895586,27.153669700400577,1.1375963427629143,1.298709654807164,2.318393101026289,,PP_RS00735,,DUF5924 family protein,CDS,1026.0,
PP_5470,40.04637417273397,50.241977469996094,47.66199996583952,43.08810156092318,36.68052375341796,61.3909054096013,0.929406790320329,1.3697181045653541,0.7763690671743272,,PP_RS07290,,hypothetical protein,CDS,450.0,
PP_1412,68.83052408498683,72.90534658417265,89.84747888896028,70.30163938887465,47.79583398172643,88.54457511000189,0.9790742389981788,1.5253493978585293,1.0147146652105987,0.0,PP_RS07295,,enoyl-CoA hydratase/isomerase family protein,CDS,1107.0,Metabolic: No subsystem
PP_1413,61.65413002133143,65.13297320206723,66.36892828007689,58.962665293894865,38.90358579907965,40.140207383200845,1.0456469312237018,1.674215162027766,1.6534276379412298,,PP_RS07300,ung,uracil-DNA glycosylase,CDS,693.0,
PP_1414,21.555373410176625,18.81350192490938,19.574496004173003,77.10502384586253,41.12664784474135,29.514858370000628,0.27955861155386036,0.45745284166929656,0.6632081969964265,0.0,PP_RS07305,,bifunctional metallophosphatase/5'-nucleotidase,CDS,1683.0,Metabolic:S_Purine_Metabolism
PP_1415,7.883556982336772,8.644041424958365,4.825845275267028,15.874563732971694,13.338372273970167,14.1671320176003,0.4966156623228966,0.6480581923648369,0.3406367124462255,,PP_RS07310,,AbrB family transcriptional regulator,CDS,1056.0,
PP_1416,13.174183262841849,20.459986005853832,19.14071215920518,43.08810156092318,37.792054776248804,11.80594334800025,0.3057499120543659,0.5413832650007782,1.6212776560923723,0.0,PP_RS07315,,tripartite tricarboxylate transporter permease,CDS,1515.0,Metabolic:S_Transport__Inner_Membrane
PP_1417,2.723886797883802,3.1476901547467433,2.602703069806936,6.803384456987869,3.334593068492542,8.264160343600176,0.40037231691148256,0.943950308206485,0.31493859770309124,0.0,PP_RS07320,,tripartite tricarboxylate transporter TctB family protein,CDS,459.0,Metabolic:S_Transport__Inner_Membrane
PP_1418,7.464497474970035,8.83774543448124,5.747635945823651,27.213537827951477,10.003779205477624,11.80594334800025,0.2742935344225301,0.8834406730650437,0.48684258228269534,0.0,PP_RS07325,,tripartite tricarboxylate transporter substrate binding protein,CDS,981.0,Metabolic:S_Transport__Inner_Membrane
PP_1419,6.8882906523407685,8.30505940829333,8.675676899356453,54.427075655902954,8.892248182646778,11.80594334800025,0.12655999921600952,0.9339662184081471,0.7348567279738796,0.0,PP_RS07330,,OprD family porin,CDS,1290.0,Metabolic:S_Transport__Outer_Membrane
PP_1420,31.560419148557514,28.498702401053208,30.14797722526368,29.481332646947433,8.892248182646778,8.264160343600176,1.0705221343454212,3.204892825266441,3.648038756727474,,PP_RS07335,,response regulator,CDS,672.0,
PP_0144,48.68947651217295,48.88604940333596,74.28548345073965,108.85415131180591,88.92248182646777,68.47447141840145,0.44729094779954687,0.5497602900775654,1.0848639195304044,,PP_RS00740,,pitrilysin family protein,CDS,1407.0,
PP_1421,18.150514912821873,17.723916871343203,23.31588166702047,29.481332646947433,56.688082164373206,48.40436772680103,0.6156612772625535,0.31265684416612993,0.4816896235194638,,PP_RS07340,,sensor histidine kinase,CDS,1380.0,
PP_1422,78.416510316001,68.81334938300188,77.15930142365147,22.677948189959565,51.13042705021897,42.5013960528009,3.4578309139412853,1.3458395196937276,1.8154533401160258,,PP_RS07345,,HDOD domain-containing protein,CDS,807.0,
PP_1423,216.67995652781434,179.03093080151862,187.39462102609943,38.55251192293127,61.13420625569659,99.1699241232021,5.620384917096201,2.928490312816259,1.889631586218548,,PP_RS07350,,folate-binding protein YgfZ,CDS,942.0,
PP_1424,167.5976117274851,214.21242153111106,221.33820689483156,29.481332646947433,74.47257852966676,126.32359382360266,5.684872313424357,2.876393241114618,1.752152548825571,,PP_RS07355,,succinate dehydrogenase assembly factor 2,CDS,255.0,
PP_1425,65.71376899894672,55.08457770806801,82.4731535245073,20.41015337096361,15.561434319631859,21.25069802640045,3.219660715163172,3.5398136557743194,3.880962094612052,,PP_RS07360,,protein YgfX,CDS,459.0,
PP_1426,194.5745675142189,194.6725295704909,206.80644808840947,97.51517721682612,97.81473000911456,103.8923014624022,1.9953259899387776,1.9902169085612254,1.9905849151224269,3.702931233072245,PP_RS07365,nadB,L-aspartate oxidase,CDS,1605.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis
PP_1427,1131.2249489173007,1015.0816489034439,1352.1584677453245,997.8297203582208,1381.6330613787432,1296.2925796104275,1.1336853631811958,0.7346969881355369,1.043096665840428,,PP_RS07370,rpoE,RNA polymerase sigma factor RpoE,CDS,582.0,
PP_1428,596.0335755715547,493.46096425952794,508.0151054379414,365.114965858349,695.8184202921103,785.0952326420166,1.632454517908733,0.7091806567184136,0.6470745004123383,,PP_RS07375,,sigma-E factor negative regulatory protein,CDS,591.0,
PP_1429,884.0322220093458,745.0340466273638,623.6727231024871,433.1488104282277,499.0774292510504,619.8120257700132,2.040943437280498,1.4928225621130826,1.0062288196613767,,PP_RS07380,,MucB/RseB C-terminal domain-containing protein,CDS,966.0,
PP_1430,169.09051122247908,131.6703004731753,160.17468475436854,274.4031730985107,366.8052375341796,461.6123849068098,0.6162119384886836,0.3589651591627179,0.3469895739186126,,PP_RS07385,,DegQ family serine endoprotease,CDS,1434.0,
PP_0145,51.80623159821308,64.1886661556432,53.24696696980024,108.85415131180591,68.91492341551252,79.09982043160169,0.4759233430594426,0.9314189579610641,0.6731616668566696,0.0,PP_RS00745,,Na/Pi cotransporter family protein,CDS,1659.0,Metabolic:S_Transport__Inner_Membrane
PP_1431,1315.611132158666,1190.625907533551,1486.8483516078334,503.4504498171023,472.4006847031101,659.9522331532139,2.6131889099247245,2.520372950521493,2.2529635887490786,,PP_RS07390,lepA,translation elongation factor 4,CDS,1800.0,
PP_1432,298.8941936293264,235.08402855720104,259.02317842641116,158.74563732971694,277.8827557077118,325.8440364048069,1.8828498134315272,0.845982788527086,0.7949299342235561,,PP_RS07395,lepB,signal peptidase I,CDS,855.0,
PP_1433,87.13818631307124,58.59546288067015,88.38345841219387,77.10502384586253,80.03023364382099,96.80873545360205,1.130123330060381,0.7321665852114404,0.9129698678334023,3.116568613609599,PP_RS07400,rnc,ribonuclease III,CDS,690.0,Transcription
PP_1434,138.60393206154885,117.65097278395712,107.84950845512493,126.99650986377355,167.84118444745795,182.99212189400387,1.0913995369654357,0.7009660541378466,0.5893669483629221,0.11316925663774742,PP_RS07405,era,GTPase Era,CDS,903.0,Translation
PP_1435,10.005045738380888,7.21547435472715,11.224156988542413,45.35589637991913,20.007558410955248,5.902971674000125,0.22058974768296105,0.3606374254429905,1.9014417836324138,,PP_RS07410,recO,DNA repair protein RecO,CDS,684.0,
