,PPutida_1,PPutida_2,PPutida_4,PPutida_1_rna,PPutida_2_rna,PPutida_4_rna,PPutida_1_te,PPutida_2_te,PPutida_4_te,predicted,locus_tag,name,description,type,length,subsystem
PP_0206,50.0,67.0,38.0,5.0,0.0,7.0,10.0,inf,5.428571428571429,,PP_RS01105,,ferredoxin family protein,CDS,246.0,
PP_2112,6539.0,7111.0,4045.0,70.0,190.0,203.0,93.41428571428571,37.42631578947368,19.926108374384235,54984.73595676439,PP_RS10965,acnA,aconitate hydratase AcnA,CDS,2742.0,Metabolic:S_TCA_Cycle
PP_2113,2409.0,2172.0,1054.0,14.0,60.0,85.0,172.07142857142858,36.2,12.4,0.05654458988326574,PP_RS10970,rlmM,23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM,CDS,1065.0,Translation
PP_2114,3345.0,3657.0,1639.0,37.0,69.0,45.0,90.4054054054054,53.0,36.422222222222224,,PP_RS10975,,IS4-like element ISPpu8 family transposase,CDS,1302.0,
PP_2115,1521.0,3310.0,1092.0,5.0,8.0,7.0,304.2,413.75,156.0,,PP_RS10980,,hypothetical protein,CDS,198.0,
PP_2116,1205.0,916.0,507.0,4.0,40.0,19.0,301.25,22.9,26.68421052631579,,PP_RS10985,tusA,sulfurtransferase TusA,CDS,243.0,
PP_2117,4054.0,3687.0,1990.0,4.0,35.0,28.0,1013.5,105.34285714285714,71.07142857142857,0.3805165789327758,PP_RS10990,pdxB,4-phosphoerythronate dehydrogenase PdxB,CDS,1143.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism
PP_2118,2865.0,3459.0,742.0,22.0,186.0,157.0,130.22727272727272,18.596774193548388,4.726114649681529,,PP_RS28300,,PA1571 family protein,CDS,174.0,
PP_2119,1543.0,1637.0,854.0,18.0,23.0,24.0,85.72222222222223,71.17391304347827,35.583333333333336,,PP_RS10995,,ABC transporter transmembrane domain-containing protein,CDS,1764.0,
PP_2120,1161.0,1217.0,643.0,16.0,21.0,10.0,72.5625,57.95238095238095,64.3,,PP_RS11000,,methyl-accepting chemotaxis protein,CDS,1617.0,
PP_0207,406.0,404.0,228.0,22.0,21.0,12.0,18.454545454545453,19.238095238095237,19.0,0.0,PP_RS01110,,ABC transporter substrate-binding protein,CDS,1407.0,Metabolic:S_Transport__ABC_system
PP_2121,30464.0,32333.0,8448.0,298.0,844.0,1026.0,102.22818791946308,38.30924170616114,8.23391812865497,,PP_RS11010,,YgdI/YgdR family lipoprotein,CDS,222.0,
PP_2122,4582.0,4885.0,2269.0,33.0,124.0,83.0,138.84848484848484,39.395161290322584,27.337349397590362,1.0869191530641291,PP_RS11015,moaB,molybdenum cofactor biosynthesis protein B,CDS,540.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis
PP_2123,2931.0,2389.0,1167.0,8.0,37.0,39.0,366.375,64.56756756756756,29.923076923076923,1.0869191530641291,PP_RS11020,glp,gephyrin-like molybdotransferase Glp,CDS,1227.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis
PP_2124,1311.0,1509.0,750.0,32.0,32.0,19.0,40.96875,47.15625,39.473684210526315,,PP_RS11025,,glycosyltransferase family 4 protein,CDS,1248.0,
PP_2125,431.0,410.0,197.0,11.0,39.0,16.0,39.18181818181818,10.512820512820513,12.3125,0.0,PP_RS11030,yegS,lipid kinase YegS,CDS,888.0,Metabolic:S_Glycerophospholipid_Metabolism
PP_2126,757.0,874.0,390.0,1.0,7.0,10.0,757.0,124.85714285714286,39.0,,PP_RS11035,,response regulator transcription factor,CDS,660.0,
PP_2127,427.0,379.0,255.0,2.0,9.0,1.0,213.5,42.111111111111114,255.0,,PP_RS11040,,sensor histidine kinase,CDS,897.0,
PP_5503,254.0,224.0,114.0,21.0,13.0,12.0,12.095238095238095,17.23076923076923,9.5,,PP_RS11045,,hypothetical protein,CDS,510.0,
PP_2128,9936.0,11483.0,5828.0,46.0,195.0,217.0,216.0,58.88717948717949,26.857142857142858,,PP_RS11050,,chemotaxis protein CheV,CDS,936.0,
PP_2129,5174.0,5267.0,3204.0,39.0,173.0,186.0,132.66666666666666,30.44508670520231,17.225806451612904,,PP_RS11055,,MOSC domain-containing protein,CDS,804.0,
PP_0208,125.0,153.0,78.0,3.0,6.0,11.0,41.666666666666664,25.5,7.090909090909091,0.0,PP_RS01115,,ABC transporter permease,CDS,783.0,Metabolic:S_Transport__ABC_system
PP_2130,6012.0,6290.0,3626.0,101.0,352.0,363.0,59.524752475247524,17.869318181818183,9.988980716253444,0.0,PP_RS11060,,transglycosylase SLT domain-containing protein,CDS,1926.0,Metabolic:S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis
PP_2131,17387.0,15578.0,10077.0,41.0,146.0,166.0,424.0731707317073,106.6986301369863,60.704819277108435,,PP_RS11065,,ATP-binding cassette domain-containing protein,CDS,1929.0,
PP_2132,17819.0,20020.0,9224.0,129.0,430.0,463.0,138.13178294573643,46.55813953488372,19.922246220302377,,PP_RS11070,,universal stress protein,CDS,441.0,
PP_2133,776.0,849.0,622.0,8.0,16.0,9.0,97.0,53.0625,69.11111111111111,,PP_RS11075,,hypothetical protein,CDS,438.0,
PP_2134,1749.0,2244.0,894.0,59.0,60.0,70.0,29.64406779661017,37.4,12.771428571428572,,PP_RS11080,,IS110-like element ISPpu10 family transposase,CDS,966.0,
PP_2136,16368.0,18473.0,8893.0,86.0,237.0,300.0,190.32558139534885,77.94514767932489,29.643333333333334,118.7472145189133,PP_RS11085,fadB,fatty acid oxidation complex subunit alpha FadB,CDS,2148.0,Metabolic:S_Fatty_Acid_Metabolism
PP_2137,10352.0,9765.0,5653.0,49.0,194.0,144.0,211.26530612244898,50.33505154639175,39.25694444444444,118.7472145189133,PP_RS11090,fadA,acetyl-CoA C-acyltransferase FadA,CDS,1176.0,Metabolic:S_Fatty_Acid_Metabolism
PP_2138,2727.0,2776.0,845.0,10.0,36.0,57.0,272.7,77.11111111111111,14.824561403508772,,PP_RS11095,,DUF1653 domain-containing protein,CDS,252.0,
PP_2139,24179.0,21431.0,11330.0,150.0,528.0,800.0,161.19333333333333,40.58901515151515,14.1625,,PP_RS11100,topA,type I DNA topoisomerase,CDS,2610.0,
PP_2140,7866.0,9684.0,3715.0,27.0,120.0,115.0,291.3333333333333,80.7,32.30434782608695,,PP_RS11105,,DUF6586 family protein,CDS,516.0,
PP_0209,150.0,134.0,114.0,9.0,7.0,6.0,16.666666666666668,19.142857142857142,19.0,0.0,PP_RS01120,,ABC transporter ATP-binding protein,CDS,852.0,Metabolic:S_Transport__ABC_system
PP_2141,9896.0,10205.0,6402.0,17.0,80.0,80.0,582.1176470588235,127.5625,80.025,,PP_RS11110,,hypothetical protein,CDS,234.0,
PP_2142,3189.0,3028.0,1779.0,7.0,54.0,47.0,455.57142857142856,56.074074074074076,37.851063829787236,,PP_RS11115,sulA,SOS-induced cell division inhibitor SulA,CDS,477.0,
PP_2143,6617.0,6846.0,3027.0,52.0,204.0,136.0,127.25,33.55882352941177,22.25735294117647,,PP_RS11120,lexA,transcriptional repressor LexA,CDS,609.0,
PP_2144,10759.0,13406.0,4531.0,38.0,132.0,115.0,283.13157894736844,101.56060606060606,39.4,,PP_RS11125,,TetR/AcrR family transcriptional regulator,CDS,708.0,
PP_2145,5710.0,5604.0,4151.0,18.0,61.0,58.0,317.22222222222223,91.8688524590164,71.56896551724138,0.0,PP_RS11130,nagZ,beta-N-acetylhexosaminidase,CDS,999.0,Metabolic:S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis
PP_2146,3391.0,3037.0,1692.0,56.0,175.0,135.0,60.55357142857143,17.354285714285716,12.533333333333333,,PP_RS11135,,DEAD/DEAH box helicase,CDS,3318.0,
PP_2147,826.0,799.0,803.0,4.0,51.0,39.0,206.5,15.666666666666666,20.58974358974359,,PP_RS11140,,peptidoglycan binding protein CsiV,CDS,573.0,
PP_2148,12992.0,12548.0,7507.0,66.0,246.0,180.0,196.84848484848484,51.00813008130081,41.705555555555556,0.5244704049169546,PP_RS11145,mfd,transcription-repair coupling factor,CDS,3450.0,Transcription
PP_2149,73471.0,88807.0,29130.0,157.0,577.0,686.0,467.96815286624206,153.91161178509532,42.46355685131196,16252.269759972023,PP_RS11150,,glyceraldehyde-3-phosphate dehydrogenase,CDS,1464.0,Metabolic:S_Gluconeogenesis
PP_2150,749.0,784.0,463.0,12.0,20.0,28.0,62.416666666666664,39.2,16.535714285714285,,PP_RS11155,,FAD:protein FMN transferase,CDS,999.0,
PP_0210,85.0,93.0,50.0,6.0,3.0,8.0,14.166666666666666,31.0,6.25,,PP_RS01125,,HEAT repeat domain-containing protein,CDS,966.0,
PP_2151,26780.0,26609.0,10257.0,84.0,240.0,286.0,318.8095238095238,110.87083333333334,35.86363636363637,0.0,PP_RS11160,sthA,Si-specific NAD(P)(+) transhydrogenase,CDS,1395.0,Metabolic:S_Oxidative_Phosphorylation
PP_2152,3565.0,3079.0,2392.0,60.0,108.0,136.0,59.416666666666664,28.50925925925926,17.58823529411765,0.0,PP_RS11165,,glycerophosphodiester phosphodiesterase family protein,CDS,717.0,Metabolic:S_Glycerophospholipid_Metabolism
PP_2153,2407.0,3419.0,1168.0,54.0,133.0,99.0,44.574074074074076,25.706766917293233,11.797979797979798,,PP_RS11170,,PilZ domain-containing protein,CDS,585.0,
PP_2154,12571.0,22306.0,7284.0,80.0,167.0,159.0,157.1375,133.5688622754491,45.81132075471698,,PP_RS11175,,lipoprotein-releasing ABC transporter permease subunit,CDS,1251.0,
PP_2155,1507.0,1247.0,817.0,7.0,14.0,13.0,215.28571428571428,89.07142857142857,62.84615384615385,,PP_RS11180,lolD,lipoprotein-releasing ABC transporter ATP-binding protein LolD,CDS,684.0,
PP_2156,3449.0,3304.0,1534.0,48.0,93.0,71.0,71.85416666666667,35.526881720430104,21.6056338028169,,PP_RS11185,,lipoprotein-releasing ABC transporter permease subunit,CDS,1242.0,
PP_2157,1801.0,1820.0,862.0,5.0,23.0,21.0,360.2,79.1304347826087,41.04761904761905,,PP_RS11190,cinS,two-component system sensor histidine kinase CinS,CDS,1353.0,
PP_2158,1071.0,1194.0,632.0,6.0,16.0,5.0,178.5,74.625,126.4,,PP_RS11195,cinR,two-component system response regulator CinR,CDS,681.0,
PP_2159,546.0,604.0,287.0,18.0,39.0,24.0,30.333333333333332,15.487179487179487,11.958333333333334,,PP_RS11200,,plastocyanin/azurin family copper-binding protein,CDS,528.0,
PP_2160,10505.0,12343.0,5139.0,49.0,163.0,163.0,214.3877551020408,75.7239263803681,31.52760736196319,0.25558099159986236,PP_RS11205,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,CDS,831.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis
PP_0211,63.0,132.0,47.0,0.0,7.0,12.0,inf,18.857142857142858,3.9166666666666665,,PP_RS01130,,gamma-butyrobetaine hydroxylase-like domain-containing protein,CDS,282.0,
PP_2161,9593.0,10051.0,5433.0,262.0,584.0,588.0,36.61450381679389,17.210616438356166,9.239795918367347,,PP_RS11210,,DUF4404 family protein,CDS,264.0,
PP_2162,314.0,274.0,168.0,9.0,5.0,10.0,34.888888888888886,54.8,16.8,,PP_RS11215,,hypothetical protein,CDS,564.0,
PP_2163,8991.0,11138.0,4834.0,50.0,250.0,223.0,179.82,44.552,21.67713004484305,,PP_RS11220,,VacJ family lipoprotein,CDS,708.0,
PP_2164,1906.0,2050.0,849.0,7.0,55.0,44.0,272.2857142857143,37.27272727272727,19.295454545454547,,PP_RS11225,,PilZ domain-containing protein,CDS,300.0,
PP_2165,8566.0,10188.0,4059.0,57.0,271.0,262.0,150.28070175438597,37.59409594095941,15.492366412213741,,PP_RS11230,rssB,two-component system response regulator RssB,CDS,1182.0,
PP_2166,9335.0,13129.0,3316.0,79.0,90.0,75.0,118.16455696202532,145.87777777777777,44.21333333333333,,PP_RS11235,rssC,anti-sigma factor antagonist RssC,CDS,483.0,
PP_2167,3157.0,3228.0,1291.0,23.0,63.0,48.0,137.2608695652174,51.23809523809524,26.895833333333332,,PP_RS11240,,alkaline phosphatase D family protein,CDS,1851.0,
PP_2168,17209.0,17259.0,6837.0,113.0,336.0,309.0,152.2920353982301,51.36607142857143,22.12621359223301,952.08588021736,PP_RS11245,tal,transaldolase,CDS,927.0,Metabolic:S_Pentose_Phosphate_Pathway
PP_2169,5763.0,5351.0,3117.0,30.0,63.0,62.0,192.1,84.93650793650794,50.274193548387096,0.6068317797604791,PP_RS11250,dusA,tRNA dihydrouridine(20/20a) synthase DusA,CDS,1011.0,tRNA Charging
PP_5434,34.0,51.0,21.0,1.0,8.0,2.0,34.0,6.375,10.5,,PP_RS28825,,aryl-sulfate sulfotransferase,CDS,181.0,
PP_2171,1559.0,2188.0,827.0,3.0,11.0,13.0,519.6666666666666,198.9090909090909,63.61538461538461,,PP_RS11260,,LysE family translocator,CDS,627.0,
PP_2172,2042.0,2000.0,830.0,37.0,98.0,62.0,55.189189189189186,20.408163265306122,13.387096774193548,,PP_RS11270,,hypothetical protein,CDS,444.0,
PP_2173,1531.0,1899.0,628.0,12.0,31.0,27.0,127.58333333333333,61.25806451612903,23.25925925925926,,PP_RS11275,,GyrI-like domain-containing protein,CDS,840.0,
PP_2174,605.0,771.0,350.0,5.0,19.0,8.0,121.0,40.578947368421055,43.75,,PP_RS11280,,GFA family protein,CDS,393.0,
PP_2175,754.0,742.0,412.0,17.0,21.0,6.0,44.35294117647059,35.333333333333336,68.66666666666667,,PP_RS11285,,SDR family oxidoreductase,CDS,705.0,
PP_2176,924.0,1148.0,535.0,19.0,26.0,26.0,48.63157894736842,44.15384615384615,20.576923076923077,,PP_RS11290,,LysR substrate-binding domain-containing protein,CDS,894.0,
PP_2177,58.0,113.0,42.0,7.0,9.0,2.0,8.285714285714286,12.555555555555555,21.0,,PP_RS11295,,helix-turn-helix domain-containing protein,CDS,555.0,
PP_2178,316.0,393.0,258.0,14.0,5.0,6.0,22.571428571428573,78.6,43.0,0.0,PP_RS11300,,glutamine synthetase family protein,CDS,1347.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_0213,23280.0,21255.0,10355.0,218.0,773.0,941.0,106.78899082568807,27.496765847347994,11.004250797024442,0.0,PP_RS01135,gabD,NADP-dependent succinate-semialdehyde dehydrogenase,CDS,1443.0,Metabolic:S_Lysine_Metabolism
PP_2179,214.0,183.0,91.0,6.0,16.0,16.0,35.666666666666664,11.4375,5.6875,0.0,PP_RS11305,,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,CDS,774.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_2180,454.0,411.0,252.0,40.0,18.0,18.0,11.35,22.833333333333332,14.0,0.0,PP_RS11310,,aspartate aminotransferase family protein,CDS,1359.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_2181,1205.0,1164.0,592.0,24.0,57.0,56.0,50.208333333333336,20.42105263157895,10.571428571428571,,PP_RS11315,,helix-turn-helix domain-containing protein,CDS,555.0,
PP_2182,3520.0,3382.0,1228.0,57.0,174.0,88.0,61.75438596491228,19.436781609195403,13.954545454545455,,PP_RS11320,,ProQ/FinO family protein,CDS,516.0,
PP_2183,815.0,784.0,311.0,2.0,1.0,10.0,407.5,784.0,31.1,39.689110149133164,PP_RS11325,,formate dehydrogenase subunit gamma,CDS,483.0,Metabolic:S_Formaldehyde_Metabolism
PP_2184,1315.0,1233.0,684.0,12.0,22.0,28.0,109.58333333333333,56.04545454545455,24.428571428571427,39.689110149133164,PP_RS11330,,NADH-quinone oxidoreductase subunit NuoF,CDS,1560.0,Metabolic:S_Formaldehyde_Metabolism
PP_2185,2159.0,2449.0,1233.0,31.0,56.0,60.0,69.64516129032258,43.732142857142854,20.55,39.689110149133164,PP_RS11335,fdhF,formate dehydrogenase subunit alpha,CDS,2883.0,Metabolic:S_Formaldehyde_Metabolism
PP_2186,161.0,129.0,66.0,0.0,2.0,7.0,inf,64.5,9.428571428571429,39.689110149133164,PP_RS11340,,formate dehydrogenase subunit delta,CDS,204.0,Metabolic:S_Formaldehyde_Metabolism
PP_2187,9259.0,10481.0,4239.0,84.0,431.0,533.0,110.22619047619048,24.317865429234338,7.953095684803002,,PP_RS11345,,universal stress protein,CDS,864.0,
PP_2188,2773.0,2424.0,1401.0,10.0,39.0,71.0,277.3,62.15384615384615,19.732394366197184,,PP_RS11350,miaE,tRNA-(ms[2]io[6]A)-hydroxylase,CDS,618.0,
PP_0214,20402.0,21077.0,10810.0,98.0,247.0,377.0,208.18367346938774,85.33198380566802,28.6737400530504,0.0,PP_RS01140,gabT,4-aminobutyrate--2-oxoglutarate transaminase,CDS,1278.0,Metabolic:S_Lysine_Metabolism
PP_2189,3764.0,4349.0,2239.0,49.0,85.0,97.0,76.81632653061224,51.16470588235294,23.082474226804123,,PP_RS11355,,YqjD family protein,CDS,321.0,
PP_2190,2542.0,2377.0,1041.0,20.0,95.0,71.0,127.1,25.021052631578947,14.661971830985916,,PP_RS11360,,hypothetical protein,CDS,264.0,
PP_2191,1741.0,1989.0,800.0,17.0,27.0,18.0,102.41176470588235,73.66666666666667,44.44444444444444,,PP_RS11365,,LEA type 2 family protein,CDS,480.0,
PP_2192,2254.0,2832.0,1208.0,5.0,19.0,18.0,450.8,149.05263157894737,67.11111111111111,,PP_RS11370,,sigma-70 family RNA polymerase sigma factor,CDS,1125.0,
PP_2193,858.0,791.0,622.0,26.0,44.0,17.0,33.0,17.977272727272727,36.588235294117645,0.0,PP_RS11375,,TonB-dependent receptor,CDS,2427.0,Metabolic:S_Iron_uptake_and_metabolism
PP_2194,394.0,446.0,310.0,7.0,21.0,12.0,56.285714285714285,21.238095238095237,25.833333333333332,,PP_RS11380,,LysR family transcriptional regulator,CDS,891.0,
PP_2195,776.0,707.0,502.0,38.0,29.0,24.0,20.42105263157895,24.379310344827587,20.916666666666668,,PP_RS11385,,extracellular solute-binding protein,CDS,1080.0,
PP_2196,542.0,488.0,334.0,11.0,10.0,22.0,49.27272727272727,48.8,15.181818181818182,0.0,PP_RS11390,speB,agmatinase,CDS,966.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2197,305.0,320.0,135.0,11.0,33.0,54.0,27.727272727272727,9.696969696969697,2.5,,PP_RS11395,,hypothetical protein,CDS,318.0,
PP_2198,3231.0,3557.0,1528.0,26.0,39.0,79.0,124.26923076923077,91.2051282051282,19.341772151898734,,PP_RS11400,,PQQ-dependent sugar dehydrogenase,CDS,1146.0,
PP_0215,3345.0,3499.0,1921.0,68.0,128.0,140.0,49.19117647058823,27.3359375,13.721428571428572,,PP_RS01145,,response regulator,CDS,1260.0,
PP_2199,2329.0,2915.0,1006.0,5.0,39.0,27.0,465.8,74.74358974358974,37.25925925925926,,PP_RS11405,zapE,cell division protein ZapE,CDS,1107.0,
PP_2200,1809.0,2293.0,864.0,17.0,21.0,24.0,106.41176470588235,109.19047619047619,36.0,,PP_RS11410,,DinB family protein,CDS,582.0,
PP_2201,2144.0,2205.0,986.0,24.0,54.0,40.0,89.33333333333333,40.833333333333336,24.65,,PP_RS11415,,alpha/beta fold hydrolase,CDS,999.0,
PP_2202,469.0,391.0,269.0,4.0,4.0,0.0,117.25,97.75,inf,,PP_RS11420,,YqaA family protein,CDS,438.0,
PP_2203,1782.0,1785.0,869.0,4.0,3.0,8.0,445.5,595.0,108.625,,PP_RS11425,,DUF411 domain-containing protein,CDS,429.0,
PP_2204,870.0,1062.0,514.0,15.0,53.0,45.0,58.0,20.037735849056602,11.422222222222222,,PP_RS11430,,copper resistance protein B,CDS,885.0,
PP_2205,1272.0,1217.0,694.0,15.0,32.0,40.0,84.8,38.03125,17.35,0.0,PP_RS11435,,copper resistance system multicopper oxidase,CDS,1725.0,Metabolic:S_Iron_uptake_and_metabolism
PP_2206,12641.0,12751.0,5999.0,26.0,89.0,100.0,486.1923076923077,143.26966292134833,59.99,,PP_RS11440,yegQ,tRNA 5-hydroxyuridine modification protein YegQ,CDS,1335.0,
PP_2207,1062.0,1234.0,330.0,16.0,36.0,34.0,66.375,34.27777777777778,9.705882352941176,,PP_RS11445,,AI-2E family transporter,CDS,1065.0,
PP_2208,380.0,377.0,176.0,4.0,10.0,18.0,95.0,37.7,9.777777777777779,0.0,PP_RS11450,phnX,phosphonoacetaldehyde hydrolase,CDS,828.0,Metabolic:S_Phosphonate_and_phosphinate_metabolism
PP_0216,2519.0,3413.0,1301.0,24.0,32.0,30.0,104.95833333333333,106.65625,43.36666666666667,,PP_RS01150,,sensor domain-containing diguanylate cyclase,CDS,1029.0,
PP_2209,201.0,183.0,97.0,18.0,5.0,6.0,11.166666666666666,36.6,16.166666666666668,0.0,PP_RS11455,,2-aminoethylphosphonate--pyruvate transaminase,CDS,1107.0,Metabolic:S_Phosphonate_and_phosphinate_metabolism
PP_2210,733.0,653.0,371.0,3.0,12.0,10.0,244.33333333333334,54.416666666666664,37.1,,PP_RS11460,,LysR substrate-binding domain-containing protein,CDS,864.0,
PP_2211,1192.0,1222.0,745.0,20.0,33.0,34.0,59.6,37.03030303030303,21.91176470588235,,PP_RS11465,,AraC family transcriptional regulator,CDS,1023.0,
PP_2212,3062.0,3526.0,1694.0,81.0,141.0,101.0,37.80246913580247,25.00709219858156,16.77227722772277,,PP_RS11470,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4446.0,
PP_2213,1216.0,1321.0,1113.0,34.0,27.0,25.0,35.76470588235294,48.925925925925924,44.52,0.0,PP_RS11475,,acyl-CoA synthetase,CDS,1647.0,Metabolic:S_Fatty_Acid_Metabolism
PP_2214,1063.0,1115.0,547.0,12.0,24.0,11.0,88.58333333333333,46.458333333333336,49.72727272727273,0.0,PP_RS11480,,SDR family NAD(P)-dependent oxidoreductase,CDS,768.0,Metabolic:S_Fatty_Acid_Metabolism
PP_2215,1646.0,1614.0,995.0,9.0,28.0,15.0,182.88888888888889,57.642857142857146,66.33333333333333,0.0,PP_RS11485,,acetyl-CoA C-acyltransferase,CDS,1194.0,Metabolic:S_Fatty_Acid_Metabolism
PP_2216,1392.0,1211.0,1120.0,19.0,22.0,28.0,73.26315789473684,55.04545454545455,40.0,0.0,PP_RS11490,,acyl-CoA dehydrogenase,CDS,1128.0,Metabolic:S_Fatty_Acid_Metabolism
PP_2217,5992.0,7609.0,3497.0,6.0,65.0,55.0,998.6666666666666,117.06153846153846,63.58181818181818,0.0,PP_RS11495,,enoyl-CoA hydratase,CDS,774.0,Metabolic:S_Fatty_Acid_Metabolism
PP_2218,3388.0,3639.0,1664.0,33.0,58.0,53.0,102.66666666666667,62.741379310344826,31.39622641509434,,PP_RS11500,,IS4-like element ISPpu8 family transposase,CDS,1302.0,
PP_0217,3748.0,4208.0,1514.0,33.0,60.0,74.0,113.57575757575758,70.13333333333334,20.45945945945946,0.0,PP_RS01155,desA,delta-9 fatty acid desaturase DesA,CDS,1185.0,Metabolic:S_Fatty_Acid__Biosynthesis
PP_2219,2287.0,4104.0,1634.0,8.0,52.0,27.0,285.875,78.92307692307692,60.51851851851852,,PP_RS28545,,hypothetical protein,CDS,369.0,
PP_2220,6480.0,5875.0,3967.0,20.0,50.0,75.0,324.0,117.5,52.89333333333333,,PP_RS11510,,TraR/DksA family transcriptional regulator,CDS,405.0,
PP_2222,83.0,66.0,45.0,0.0,2.0,0.0,inf,33.0,inf,,PP_RS11515,,hypothetical protein,CDS,195.0,
PP_2223,5815.0,6399.0,2658.0,23.0,63.0,65.0,252.82608695652175,101.57142857142857,40.89230769230769,,PP_RS11520,,hypothetical protein,CDS,471.0,
PP_2224,2697.0,2748.0,1537.0,8.0,19.0,6.0,337.125,144.6315789473684,256.1666666666667,,PP_RS11525,,hypothetical protein,CDS,213.0,
PP_2225,4037.0,4947.0,2218.0,7.0,27.0,20.0,576.7142857142857,183.22222222222223,110.9,0.0,PP_RS11530,,Na+/H+ antiporter subunit G,CDS,366.0,Metabolic:S_Transport__Inner_Membrane
PP_2226,1551.0,2056.0,620.0,11.0,12.0,9.0,141.0,171.33333333333334,68.88888888888889,0.0,PP_RS11535,,K+/H+ antiporter subunit F,CDS,279.0,Metabolic:S_Transport__Inner_Membrane
PP_2227,1056.0,1297.0,709.0,7.0,34.0,30.0,150.85714285714286,38.14705882352941,23.633333333333333,0.0,PP_RS11540,,Na+/H+ antiporter subunit E,CDS,489.0,Metabolic:S_Transport__Inner_Membrane
PP_2228,2656.0,2538.0,1754.0,21.0,49.0,49.0,126.47619047619048,51.795918367346935,35.795918367346935,0.0,PP_RS11545,,monovalent cation/H+ antiporter subunit D,CDS,1680.0,Metabolic:S_Transport__Inner_Membrane
PP_2229,450.0,400.0,214.0,6.0,25.0,9.0,75.0,16.0,23.77777777777778,0.0,PP_RS11550,,Na+/H+ antiporter subunit C,CDS,345.0,Metabolic:S_Transport__Inner_Membrane
PP_0218,5898.0,6814.0,2830.0,34.0,71.0,71.0,173.47058823529412,95.97183098591549,39.859154929577464,,PP_RS01160,,phosphodiesterase DibA,CDS,1896.0,
PP_2230,6241.0,6348.0,3544.0,58.0,119.0,83.0,107.60344827586206,53.34453781512605,42.69879518072289,0.0,PP_RS11555,,monovalent cation/H+ antiporter subunit A,CDS,2916.0,Metabolic:S_Transport__Inner_Membrane
PP_2231,570.0,586.0,296.0,10.0,15.0,12.0,57.0,39.06666666666667,24.666666666666668,,PP_RS11560,,DMT family transporter,CDS,951.0,
PP_2232,829.0,927.0,552.0,6.0,23.0,11.0,138.16666666666666,40.30434782608695,50.18181818181818,,PP_RS11565,,helix-turn-helix domain-containing protein,CDS,564.0,
PP_2233,1672.0,1887.0,1314.0,12.0,27.0,32.0,139.33333333333334,69.88888888888889,41.0625,,PP_RS11570,,cysteine hydrolase family protein,CDS,549.0,
PP_2234,3083.0,3748.0,1898.0,10.0,36.0,56.0,308.3,104.11111111111111,33.892857142857146,,PP_RS11575,,GlxA family transcriptional regulator,CDS,993.0,
PP_2235,332.0,275.0,198.0,21.0,16.0,12.0,15.80952380952381,17.1875,16.5,,PP_RS11580,,antibiotic biosynthesis monooxygenase,CDS,381.0,
PP_2236,2339.0,3433.0,1236.0,6.0,10.0,10.0,389.8333333333333,343.3,123.6,,PP_RS11585,,S9 family peptidase,CDS,771.0,
PP_2237,773.0,911.0,463.0,12.0,35.0,27.0,64.41666666666667,26.02857142857143,17.14814814814815,,PP_RS11590,,DUF3182 family protein,CDS,1119.0,
PP_2238,7381.0,8398.0,3584.0,37.0,202.0,184.0,199.48648648648648,41.57425742574257,19.47826086956522,,PP_RS11595,,aminopeptidase P family protein,CDS,1809.0,
PP_5504,9117.0,18122.0,2914.0,18.0,38.0,56.0,506.5,476.89473684210526,52.035714285714285,,PP_RS11600,,hypothetical protein,CDS,282.0,
PP_0219,252.0,239.0,90.0,13.0,16.0,12.0,19.384615384615383,14.9375,7.5,0.0,PP_RS01165,,methionine ABC transporter permease,CDS,645.0,Metabolic:S_Transport__ABC_system
PP_2239,726.0,751.0,368.0,13.0,22.0,16.0,55.84615384615385,34.13636363636363,23.0,0.0,PP_RS11605,rhtA,threonine/homoserine exporter RhtA,CDS,888.0,Metabolic:S_Transport__Inner_Membrane
PP_2240,1604.0,1620.0,794.0,27.0,25.0,34.0,59.407407407407405,64.8,23.352941176470587,,PP_RS11635,,ABC transporter ATP-binding protein/permease,CDS,1809.0,
PP_2241,830.0,847.0,446.0,22.0,14.0,13.0,37.72727272727273,60.5,34.30769230769231,,PP_RS11640,,MFS transporter,CDS,1200.0,
